lat,lon,elevation
32.69191919191919,-119.1969696969697,532
32.69191919191919,-119.0909090909091,513
32.69191919191919,-118.98484848484848,594
32.69191919191919,-118.87878787878788,0
32.69191919191919,-118.77272727272727,740
32.69191919191919,-118.66666666666667,1031
32.69191919191919,-118.56060606060606,0
32.69191919191919,-118.45454545454545,335
32.69191919191919,-118.34848484848484,680
32.69191919191919,-118.24242424242425,438
32.69191919191919,-118.13636363636364,11
32.69191919191919,-118.03030303030303,0
32.69191919191919,-117.92424242424242,92
32.69191919191919,-117.81818181818181,570
32.69191919191919,-117.71212121212122,227
32.69191919191919,-117.60606060606061,110
32.69191919191919,-117.5,925
32.69191919191919,-117.39393939393939,717
32.69191919191919,-117.28787878787878,0
32.69191919191919,-117.18181818181819,1024
32.69191919191919,-117.07575757575758,482
32.69191919191919,-116.96969696969697,339
32.69191919191919,-116.86363636363636,322
32.69191919191919,-116.75757575757575,341
32.69191919191919,-116.65151515151516,997
32.69191919191919,-116.54545454545455,10
32.69191919191919,-116.43939393939394,0
32.69191919191919,-116.33333333333333,990
32.69191919191919,-116.22727272727272,1366
32.69191919191919,-116.12121212121212,327
32.69191919191919,-116.01515151515152,985
32.69191919191919,-115.9090909090909,233
32.69191919191919,-115.8030303030303,37
32.69191919191919,-115.6969696969697,397
32.69191919191919,-115.5909090909091,869
32.69191919191919,-115.48484848484848,526
32.69191919191919,-115.37878787878788,129
32.69191919191919,-115.27272727272727,786
32.69191919191919,-115.16666666666667,452
32.69191919191919,-115.06060606060606,182
32.69191919191919,-114.95454545454545,367
32.69191919191919,-114.84848484848484,439
32.69191919191919,-114.74242424242425,0
32.69191919191919,-114.63636363636364,0
32.69191919191919,-114.53030303030303,0
32.69191919191919,-114.42424242424242,834
32.69191919191919,-114.31818181818181,855
32.69191919191919,-114.21212121212122,440
32.69191919191919,-114.10606060606061,709
32.69191919191919,-114.0,217
32.78787878787879,-124.5,185
32.78787878787879,-124.39393939393939,1000
32.78787878787879,-124.28787878787878,1361
32.78787878787879,-124.18181818181819,867
32.78787878787879,-124.07575757575758,755
32.78787878787879,-123.96969696969697,0
32.78787878787879,-123.86363636363636,0
32.78787878787879,-123.75757575757575,761
32.78787878787879,-123.65151515151516,390
32.78787878787879,-123.54545454545455,755
32.78787878787879,-123.43939393939394,165
32.78787878787879,-123.33333333333333,317
32.78787878787879,-123.22727272727273,999
32.78787878787879,-123.12121212121212,407
32.78787878787879,-123.01515151515152,609
32.78787878787879,-122.9090909090909,204
32.78787878787879,-122.8030303030303,0
32.78787878787879,-122.6969696969697,117
32.78787878787879,-122.5909090909091,0
32.78787878787879,-122.48484848484848,475
32.78787878787879,-122.37878787878788,811
32.78787878787879,-122.27272727272727,772
32.78787878787879,-122.16666666666667,212
32.78787878787879,-122.06060606060606,981
32.78787878787879,-121.95454545454545,905
32.78787878787879,-121.84848484848484,325
32.78787878787879,-121.74242424242425,927
32.78787878787879,-121.63636363636364,513
32.78787878787879,-121.53030303030303,379
32.78787878787879,-121.42424242424242,15
32.78787878787879,-121.31818181818181,1103
32.78787878787879,-121.21212121212122,600
32.78787878787879,-121.10606060606061,0
32.78787878787879,-121.0,68
32.78787878787879,-120.89393939393939,124
32.78787878787879,-120.78787878787878,258
32.78787878787879,-120.68181818181819,109
32.78787878787879,-120.57575757575758,884
32.78787878787879,-120.46969696969697,536
32.78787878787879,-120.36363636363636,79
32.78787878787879,-120.25757575757575,207
32.78787878787879,-120.15151515151516,1191
32.78787878787879,-120.04545454545455,835
32.78787878787879,-119.93939393939394,526
32.78787878787879,-119.83333333333333,938
32.78787878787879,-119.72727272727273,394
32.78787878787879,-119.62121212121212,582
32.78787878787879,-119.51515151515152,452
32.78787878787879,-119.4090909090909,278
32.78787878787879,-119.3030303030303,19
32.78787878787879,-119.1969696969697,397
32.78787878787879,-119.0909090909091,528
32.78787878787879,-118.98484848484848,34
32.78787878787879,-118.87878787878788,460
32.78787878787879,-118.77272727272727,774
32.78787878787879,-118.66666666666667,929
32.78787878787879,-118.56060606060606,1107
32.78787878787879,-118.45454545454545,1208
32.78787878787879,-118.34848484848484,166
32.78787878787879,-118.24242424242425,753
32.78787878787879,-118.13636363636364,621
32.78787878787879,-118.03030303030303,610
32.78787878787879,-117.92424242424242,307
32.78787878787879,-117.81818181818181,282
32.78787878787879,-117.71212121212122,42
32.78787878787879,-117.60606060606061,697
32.78787878787879,-117.5,56
32.78787878787879,-117.39393939393939,98
32.78787878787879,-117.28787878787878,1008
32.78787878787879,-117.18181818181819,711
32.78787878787879,-117.07575757575758,0
32.78787878787879,-116.96969696969697,213
32.78787878787879,-116.86363636363636,719
32.78787878787879,-116.75757575757575,821
32.78787878787879,-116.65151515151516,131
32.78787878787879,-116.54545454545455,489
32.78787878787879,-116.43939393939394,864
32.78787878787879,-116.33333333333333,732
32.78787878787879,-116.22727272727272,0
32.78787878787879,-116.12121212121212,887
32.78787878787879,-116.01515151515152,509
32.78787878787879,-115.9090909090909,721
32.78787878787879,-115.8030303030303,0
32.78787878787879,-115.6969696969697,1161
32.78787878787879,-115.5909090909091,1205
32.78787878787879,-115.48484848484848,15
32.78787878787879,-115.37878787878788,610
32.78787878787879,-115.27272727272727,792
32.78787878787879,-115.16666666666667,156
32.78787878787879,-115.06060606060606,322
32.78787878787879,-114.95454545454545,560
32.78787878787879,-114.84848484848484,309
32.78787878787879,-114.74242424242425,318
32.78787878787879,-114.63636363636364,1135
32.78787878787879,-114.53030303030303,0
32.78787878787879,-114.42424242424242,0
32.78787878787879,-114.31818181818181,644
32.78787878787879,-114.21212121212122,667
32.78787878787879,-114.10606060606061,603
32.78787878787879,-114.0,302
32.88383838383838,-124.5,707
32.88383838383838,-124.39393939393939,706
32.88383838383838,-124.28787878787878,589
32.88383838383838,-124.18181818181819,250
32.88383838383838,-124.07575757575758,740
32.88383838383838,-123.96969696969697,733
32.88383838383838,-123.86363636363636,847
32.88383838383838,-123.75757575757575,427
32.88383838383838,-123.65151515151516,840
32.88383838383838,-123.54545454545455,241
32.88383838383838,-123.43939393939394,371
32.88383838383838,-123.33333333333333,1307
32.88383838383838,-123.22727272727273,179
32.88383838383838,-123.12121212121212,699
32.88383838383838,-123.01515151515152,715
32.88383838383838,-122.9090909090909,754
32.88383838383838,-122.8030303030303,180
32.88383838383838,-122.6969696969697,116
32.88383838383838,-122.5909090909091,0
32.88383838383838,-122.48484848484848,578
32.88383838383838,-122.37878787878788,710
32.88383838383838,-122.27272727272727,208
32.88383838383838,-122.16666666666667,546
32.88383838383838,-122.06060606060606,468
32.88383838383838,-121.95454545454545,800
32.88383838383838,-121.84848484848484,820
32.88383838383838,-121.74242424242425,1429
32.88383838383838,-121.63636363636364,0
32.88383838383838,-121.53030303030303,521
32.88383838383838,-121.42424242424242,977
32.88383838383838,-121.31818181818181,740
32.88383838383838,-121.21212121212122,484
32.88383838383838,-121.10606060606061,313
32.88383838383838,-121.0,652
32.88383838383838,-120.89393939393939,1463
32.88383838383838,-120.78787878787878,0
32.88383838383838,-120.68181818181819,0
32.88383838383838,-120.57575757575758,965
32.88383838383838,-120.46969696969697,591
32.88383838383838,-120.36363636363636,492
32.88383838383838,-120.25757575757575,228
32.88383838383838,-120.15151515151516,478
32.88383838383838,-120.04545454545455,711
32.88383838383838,-119.93939393939394,794
32.88383838383838,-119.83333333333333,764
32.88383838383838,-119.72727272727273,600
32.88383838383838,-119.62121212121212,338
32.88383838383838,-119.51515151515152,1081
32.88383838383838,-119.4090909090909,298
32.88383838383838,-119.3030303030303,910
32.88383838383838,-119.1969696969697,605
32.88383838383838,-119.0909090909091,521
32.88383838383838,-118.98484848484848,11
32.88383838383838,-118.87878787878788,192
32.88383838383838,-118.77272727272727,1255
32.88383838383838,-118.66666666666667,558
32.88383838383838,-118.56060606060606,689
32.88383838383838,-118.45454545454545,248
32.88383838383838,-118.34848484848484,599
32.88383838383838,-118.24242424242425,77
32.88383838383838,-118.13636363636364,501
32.88383838383838,-118.03030303030303,488
32.88383838383838,-117.92424242424242,461
32.88383838383838,-117.81818181818181,261
32.88383838383838,-117.71212121212122,1018
32.88383838383838,-117.60606060606061,1087
32.88383838383838,-117.5,149
32.88383838383838,-117.39393939393939,865
32.88383838383838,-117.28787878787878,738
32.88383838383838,-117.18181818181819,0
32.88383838383838,-117.07575757575758,716
32.88383838383838,-116.96969696969697,745
32.88383838383838,-116.86363636363636,142
32.88383838383838,-116.75757575757575,0
32.88383838383838,-116.65151515151516,132
32.88383838383838,-116.54545454545455,82
32.88383838383838,-116.43939393939394,221
32.88383838383838,-116.33333333333333,0
32.88383838383838,-116.22727272727272,1315
32.88383838383838,-116.12121212121212,363
32.88383838383838,-116.01515151515152,1073
32.88383838383838,-115.9090909090909,592
32.88383838383838,-115.8030303030303,0
32.88383838383838,-115.6969696969697,662
32.88383838383838,-115.5909090909091,642
32.88383838383838,-115.48484848484848,151
32.88383838383838,-115.37878787878788,710
32.88383838383838,-115.27272727272727,1656
32.88383838383838,-115.16666666666667,91
32.88383838383838,-115.06060606060606,1213
32.88383838383838,-114.95454545454545,877
32.88383838383838,-114.84848484848484,1051
32.88383838383838,-114.74242424242425,0
32.88383838383838,-114.63636363636364,799
32.88383838383838,-114.53030303030303,899
32.88383838383838,-114.42424242424242,512
32.88383838383838,-114.31818181818181,0
32.88383838383838,-114.21212121212122,370
32.88383838383838,-114.10606060606061,357
32.88383838383838,-114.0,1213
32.97979797979798,-124.5,664
32.97979797979798,-124.39393939393939,0
32.97979797979798,-124.28787878787878,357
32.97979797979798,-124.18181818181819,417
32.97979797979798,-124.07575757575758,592
32.97979797979798,-123.96969696969697,662
32.97979797979798,-123.86363636363636,555
32.97979797979798,-123.75757575757575,960
32.97979797979798,-123.65151515151516,223
32.97979797979798,-123.54545454545455,94
32.97979797979798,-123.43939393939394,672
32.97979797979798,-123.33333333333333,1370
32.97979797979798,-123.22727272727273,1325
32.97979797979798,-123.12121212121212,391
32.97979797979798,-123.01515151515152,966
32.97979797979798,-122.9090909090909,1035
32.97979797979798,-122.8030303030303,537
32.97979797979798,-122.6969696969697,397
32.97979797979798,-122.5909090909091,1790
32.97979797979798,-122.48484848484848,157
32.97979797979798,-122.37878787878788,770
32.97979797979798,-122.27272727272727,441
32.97979797979798,-122.16666666666667,0
32.97979797979798,-122.06060606060606,564
32.97979797979798,-121.95454545454545,1194
32.97979797979798,-121.84848484848484,560
32.97979797979798,-121.74242424242425,1478
32.97979797979798,-121.63636363636364,1083
32.97979797979798,-121.53030303030303,93
32.97979797979798,-121.42424242424242,308
32.97979797979798,-121.31818181818181,344
32.97979797979798,-121.21212121212122,249
32.97979797979798,-121.10606060606061,1396
32.97979797979798,-121.0,1548
32.97979797979798,-120.89393939393939,154
32.97979797979798,-120.78787878787878,567
32.97979797979798,-120.68181818181819,143
32.97979797979798,-120.57575757575758,285
32.97979797979798,-120.46969696969697,871
32.97979797979798,-120.36363636363636,660
32.97979797979798,-120.25757575757575,546
32.97979797979798,-120.15151515151516,1102
32.97979797979798,-120.04545454545455,0
32.97979797979798,-119.93939393939394,473
32.97979797979798,-119.83333333333333,1147
32.97979797979798,-119.72727272727273,132
32.97979797979798,-119.62121212121212,466
32.97979797979798,-119.51515151515152,573
32.97979797979798,-119.4090909090909,0
32.97979797979798,-119.3030303030303,218
32.97979797979798,-119.1969696969697,576
32.97979797979798,-119.0909090909091,560
32.97979797979798,-118.98484848484848,252
32.97979797979798,-118.87878787878788,610
32.97979797979798,-118.77272727272727,138
32.97979797979798,-118.66666666666667,629
32.97979797979798,-118.56060606060606,394
32.97979797979798,-118.45454545454545,225
32.97979797979798,-118.34848484848484,373
32.97979797979798,-118.24242424242425,0
32.97979797979798,-118.13636363636364,138
32.97979797979798,-118.03030303030303,151
32.97979797979798,-117.92424242424242,0
32.97979797979798,-117.81818181818181,414
32.97979797979798,-117.71212121212122,0
32.97979797979798,-117.60606060606061,339
32.97979797979798,-117.5,0
32.97979797979798,-117.39393939393939,1342
32.97979797979798,-117.28787878787878,781
32.97979797979798,-117.18181818181819,640
32.97979797979798,-117.07575757575758,650
32.97979797979798,-116.96969696969697,515
32.97979797979798,-116.86363636363636,1347
32.97979797979798,-116.75757575757575,533
32.97979797979798,-116.65151515151516,916
32.97979797979798,-116.54545454545455,504
32.97979797979798,-116.43939393939394,942
32.97979797979798,-116.33333333333333,77
32.97979797979798,-116.22727272727272,446
32.97979797979798,-116.12121212121212,109
32.97979797979798,-116.01515151515152,825
32.97979797979798,-115.9090909090909,930
32.97979797979798,-115.8030303030303,878
32.97979797979798,-115.6969696969697,690
32.97979797979798,-115.5909090909091,879
32.97979797979798,-115.48484848484848,647
32.97979797979798,-115.37878787878788,1004
32.97979797979798,-115.27272727272727,0
32.97979797979798,-115.16666666666667,451
32.97979797979798,-115.06060606060606,445
32.97979797979798,-114.95454545454545,0
32.97979797979798,-114.84848484848484,1199
32.97979797979798,-114.74242424242425,269
32.97979797979798,-114.63636363636364,0
32.97979797979798,-114.53030303030303,0
32.97979797979798,-114.42424242424242,985
32.97979797979798,-114.31818181818181,394
32.97979797979798,-114.21212121212122,0
32.97979797979798,-114.10606060606061,1308
32.97979797979798,-114.0,712
33.07575757575758,-124.5,295
33.07575757575758,-124.39393939393939,660
33.07575757575758,-124.28787878787878,544
33.07575757575758,-124.18181818181819,1047
33.07575757575758,-124.07575757575758,679
33.07575757575758,-123.96969696969697,363
33.07575757575758,-123.86363636363636,345
33.07575757575758,-123.75757575757575,347
33.07575757575758,-123.65151515151516,460
33.07575757575758,-123.54545454545455,48
33.07575757575758,-123.43939393939394,209
33.07575757575758,-123.33333333333333,190
33.07575757575758,-123.22727272727273,502
33.07575757575758,-123.12121212121212,991
33.07575757575758,-123.01515151515152,848
33.07575757575758,-122.9090909090909,463
33.07575757575758,-122.8030303030303,686
33.07575757575758,-122.6969696969697,488
33.07575757575758,-122.5909090909091,456
33.07575757575758,-122.48484848484848,574
33.07575757575758,-122.37878787878788,684
33.07575757575758,-122.27272727272727,156
33.07575757575758,-122.16666666666667,0
33.07575757575758,-122.06060606060606,0
33.07575757575758,-121.95454545454545,925
33.07575757575758,-121.84848484848484,951
33.07575757575758,-121.74242424242425,881
33.07575757575758,-121.63636363636364,346
33.07575757575758,-121.53030303030303,572
33.07575757575758,-121.42424242424242,416
33.07575757575758,-121.31818181818181,859
33.07575757575758,-121.21212121212122,1103
33.07575757575758,-121.10606060606061,539
33.07575757575758,-121.0,199
33.07575757575758,-120.89393939393939,610
33.07575757575758,-120.78787878787878,725
33.07575757575758,-120.68181818181819,30
33.07575757575758,-120.57575757575758,121
33.07575757575758,-120.46969696969697,506
33.07575757575758,-120.36363636363636,643
33.07575757575758,-120.25757575757575,27
33.07575757575758,-120.15151515151516,1445
33.07575757575758,-120.04545454545455,0
33.07575757575758,-119.93939393939394,450
33.07575757575758,-119.83333333333333,1274
33.07575757575758,-119.72727272727273,441
33.07575757575758,-119.62121212121212,43
33.07575757575758,-119.51515151515152,837
33.07575757575758,-119.4090909090909,1068
33.07575757575758,-119.3030303030303,1289
33.07575757575758,-119.1969696969697,529
33.07575757575758,-119.0909090909091,516
33.07575757575758,-118.98484848484848,696
33.07575757575758,-118.87878787878788,702
33.07575757575758,-118.77272727272727,787
33.07575757575758,-118.66666666666667,551
33.07575757575758,-118.56060606060606,0
33.07575757575758,-118.45454545454545,297
33.07575757575758,-118.34848484848484,804
33.07575757575758,-118.24242424242425,354
33.07575757575758,-118.13636363636364,473
33.07575757575758,-118.03030303030303,507
33.07575757575758,-117.92424242424242,360
33.07575757575758,-117.81818181818181,789
33.07575757575758,-117.71212121212122,110
33.07575757575758,-117.60606060606061,473
33.07575757575758,-117.5,1012
33.07575757575758,-117.39393939393939,615
33.07575757575758,-117.28787878787878,260
33.07575757575758,-117.18181818181819,881
33.07575757575758,-117.07575757575758,618
33.07575757575758,-116.96969696969697,0
33.07575757575758,-116.86363636363636,729
33.07575757575758,-116.75757575757575,201
33.07575757575758,-116.65151515151516,442
33.07575757575758,-116.54545454545455,0
33.07575757575758,-116.43939393939394,0
33.07575757575758,-116.33333333333333,280
33.07575757575758,-116.22727272727272,398
33.07575757575758,-116.12121212121212,641
33.07575757575758,-116.01515151515152,184
33.07575757575758,-115.9090909090909,468
33.07575757575758,-115.8030303030303,283
33.07575757575758,-115.6969696969697,59
33.07575757575758,-115.5909090909091,289
33.07575757575758,-115.48484848484848,654
33.07575757575758,-115.37878787878788,349
33.07575757575758,-115.27272727272727,747
33.07575757575758,-115.16666666666667,455
33.07575757575758,-115.06060606060606,347
33.07575757575758,-114.95454545454545,0
33.07575757575758,-114.84848484848484,288
33.07575757575758,-114.74242424242425,934
33.07575757575758,-114.63636363636364,749
33.07575757575758,-114.53030303030303,615
33.07575757575758,-114.42424242424242,1274
33.07575757575758,-114.31818181818181,0
33.07575757575758,-114.21212121212122,944
33.07575757575758,-114.10606060606061,422
33.07575757575758,-114.0,1209
33.17171717171717,-124.5,320
33.17171717171717,-124.39393939393939,348
33.17171717171717,-124.28787878787878,21
33.17171717171717,-124.18181818181819,588
33.17171717171717,-124.07575757575758,159
33.17171717171717,-123.96969696969697,1141
33.17171717171717,-123.86363636363636,773
33.17171717171717,-123.75757575757575,1310
33.17171717171717,-123.65151515151516,0
33.17171717171717,-123.54545454545455,582
33.17171717171717,-123.43939393939394,0
33.17171717171717,-123.33333333333333,0
33.17171717171717,-123.22727272727273,11
33.17171717171717,-123.12121212121212,924
33.17171717171717,-123.01515151515152,505
33.17171717171717,-122.9090909090909,683
33.17171717171717,-122.8030303030303,61
33.17171717171717,-122.6969696969697,136
33.17171717171717,-122.5909090909091,340
33.17171717171717,-122.48484848484848,522
33.17171717171717,-122.37878787878788,1355
33.17171717171717,-122.27272727272727,1060
33.17171717171717,-122.16666666666667,688
33.17171717171717,-122.06060606060606,263
33.17171717171717,-121.95454545454545,1286
33.17171717171717,-121.84848484848484,593
33.17171717171717,-121.74242424242425,412
33.17171717171717,-121.63636363636364,531
33.17171717171717,-121.53030303030303,0
33.17171717171717,-121.42424242424242,288
33.17171717171717,-121.31818181818181,395
33.17171717171717,-121.21212121212122,1097
33.17171717171717,-121.10606060606061,1128
33.17171717171717,-121.0,647
33.17171717171717,-120.89393939393939,260
33.17171717171717,-120.78787878787878,232
33.17171717171717,-120.68181818181819,538
33.17171717171717,-120.57575757575758,606
33.17171717171717,-120.46969696969697,184
33.17171717171717,-120.36363636363636,758
33.17171717171717,-120.25757575757575,481
33.17171717171717,-120.15151515151516,591
33.17171717171717,-120.04545454545455,419
33.17171717171717,-119.93939393939394,67
33.17171717171717,-119.83333333333333,345
33.17171717171717,-119.72727272727273,755
33.17171717171717,-119.62121212121212,571
33.17171717171717,-119.51515151515152,1447
33.17171717171717,-119.4090909090909,432
33.17171717171717,-119.3030303030303,798
33.17171717171717,-119.1969696969697,386
33.17171717171717,-119.0909090909091,177
33.17171717171717,-118.98484848484848,110
33.17171717171717,-118.87878787878788,275
33.17171717171717,-118.77272727272727,411
33.17171717171717,-118.66666666666667,1003
33.17171717171717,-118.56060606060606,154
33.17171717171717,-118.45454545454545,505
